"","dates","sp_all","abundance_cold"
"100","2010","Anas strepera",24
"101","2011","Anas strepera",8
"102","2012","Anas strepera",15
"103","2013","Anas strepera",2
"104","2014","Anas strepera",1
"105","2015","Anas strepera",1.25
"106","1981","Anas penelope",4
"107","1982","Anas penelope",1
"108","1983","Anas penelope",2
"109","1984","Anas penelope",1.25
"110","1985","Anas penelope",2.75
"111","1986","Anas penelope",1.75
"112","1987","Anas penelope",2.25
"113","1988","Anas penelope",4.25
"114","1989","Anas penelope",2
"115","1990","Anas penelope",3.75
"116","1991","Anas penelope",1.75
"117","1992","Anas penelope",2.5
"118","1993","Anas penelope",0.75
"119","1994","Anas penelope",1.5
"120","1995","Anas penelope",3.5
"121","1996","Anas penelope",0
"122","1997","Anas penelope",0.25
"123","1998","Anas penelope",0.5
"124","1999","Anas penelope",0
"125","2000","Anas penelope",0
"126","2001","Anas penelope",1
"127","2002","Anas penelope",1
"128","2003","Anas penelope",0
"129","2004","Anas penelope",0
"130","2005","Anas penelope",0
"131","2006","Anas penelope",0.75
"132","2007","Anas penelope",3.75
"133","2008","Anas penelope",0
"134","2009","Anas penelope",0.75
"135","2010","Anas penelope",0.5
"136","2011","Anas penelope",1.25
"137","2012","Anas penelope",1
"138","2013","Anas penelope",1.25
"139","2014","Anas penelope",0.25
"140","2015","Anas penelope",1.25
"141","1981","Anas clypeata",61.75
"142","1982","Anas clypeata",36
"143","1983","Anas clypeata",51
"144","1984","Anas clypeata",15.75
"145","1985","Anas clypeata",89.75
"146","1986","Anas clypeata",41
"147","1987","Anas clypeata",27.5
"148","1988","Anas clypeata",88.75
"149","1989","Anas clypeata",59.5
"150","1990","Anas clypeata",106.25
"151","1991","Anas clypeata",280
"152","1992","Anas clypeata",242.5
"153","1993","Anas clypeata",223
"154","1994","Anas clypeata",201
"155","1995","Anas clypeata",198.75
"156","1996","Anas clypeata",132.5
"157","1997","Anas clypeata",103.25
"158","1998","Anas clypeata",86.25
"159","1999","Anas clypeata",99.25
"160","2000","Anas clypeata",69.5
"161","2001","Anas clypeata",140.5
"162","2002","Anas clypeata",58.5
"163","2003","Anas clypeata",49
"164","2004","Anas clypeata",87
"165","2005","Anas clypeata",121.5
"166","2006","Anas clypeata",40
"167","2007","Anas clypeata",203.25
"168","2008","Anas clypeata",149.5
"169","2009","Anas clypeata",155.75
"170","2010","Anas clypeata",233
"171","2011","Anas clypeata",229.5
"172","2012","Anas clypeata",275.5
"173","2013","Anas clypeata",182.75
"174","2014","Anas clypeata",174.5
"175","2015","Anas clypeata",341.75
"176","1981","Anas crecca",950
"177","1982","Anas crecca",695
"178","1983","Anas crecca",860
"179","1984","Anas crecca",390
"180","1985","Anas crecca",777.5
"181","1986","Anas crecca",307.5
"182","1987","Anas crecca",271.25
"183","1988","Anas crecca",652.5
"184","1989","Anas crecca",825
"185","1990","Anas crecca",867.5
"186","1991","Anas crecca",870
"187","1992","Anas crecca",622.5
"188","1993","Anas crecca",645
"189","1994","Anas crecca",640
"190","1995","Anas crecca",640
"191","1996","Anas crecca",497.5
"192","1997","Anas crecca",465
"193","1998","Anas crecca",720
"194","1999","Anas crecca",682.5
"195","2000","Anas crecca",511.25
"196","2001","Anas crecca",572.5
"197","2002","Anas crecca",590
"198","2003","Anas crecca",527.5
"199","2004","Anas crecca",458.75
"200","2005","Anas crecca",338.25
"201","2006","Anas crecca",233.25
"202","2007","Anas crecca",403
"203","2008","Anas crecca",450.75
"204","2009","Anas crecca",562.75
"205","2010","Anas crecca",477.5
"206","2011","Anas crecca",367
"207","2012","Anas crecca",448.75
"208","2013","Anas crecca",454.25
"209","2014","Anas crecca",394.5
"210","2015","Anas crecca",411.75
"211","1981","Aythya ferina",420
"212","1982","Aythya ferina",217
"213","1983","Aythya ferina",275.5
"214","1984","Aythya ferina",117.5
"215","1985","Aythya ferina",497.5
"216","1986","Aythya ferina",273.5
"217","1987","Aythya ferina",98.75
"218","1988","Aythya ferina",182.5
"219","1989","Aythya ferina",202.5
"220","1990","Aythya ferina",126.25
"221","1991","Aythya ferina",113.75
"222","1992","Aythya ferina",98
"223","1993","Aythya ferina",78.75
"224","1994","Aythya ferina",57.25
"225","1995","Aythya ferina",40.5
"226","1996","Aythya ferina",14.5
"227","1997","Aythya ferina",32.5
"228","1998","Aythya ferina",6
"229","1999","Aythya ferina",6
"230","2000","Aythya ferina",17.75
"231","2001","Aythya ferina",56.5
"232","2002","Aythya ferina",11
"233","2003","Aythya ferina",17.25
"234","2004","Aythya ferina",19.5
"235","2005","Aythya ferina",27.25
"236","2006","Aythya ferina",36.25
"237","2007","Aythya ferina",22.75
"238","2008","Aythya ferina",7.75
"239","2009","Aythya ferina",2
"240","2010","Aythya ferina",0.75
"241","2011","Aythya ferina",6.25
"242","2012","Aythya ferina",1.25
"243","2013","Aythya ferina",0.25
"244","2014","Aythya ferina",0.25
"245","2015","Aythya ferina",0.5
"246","1981","Aythya fuligula",103.75
"247","1982","Aythya fuligula",106.75
"248","1983","Aythya fuligula",81.75
"249","1984","Aythya fuligula",108.75
"250","1985","Aythya fuligula",122.5
"251","1986","Aythya fuligula",131.5
"252","1987","Aythya fuligula",75.25
"253","1988","Aythya fuligula",116.25
"254","1989","Aythya fuligula",105
"255","1990","Aythya fuligula",68
"256","1991","Aythya fuligula",80
"257","1992","Aythya fuligula",86.25
"258","1993","Aythya fuligula",88.5
"259","1994","Aythya fuligula",58.75
"260","1995","Aythya fuligula",29.25
"261","1996","Aythya fuligula",54
"262","1997","Aythya fuligula",31.5
"263","1998","Aythya fuligula",40
"264","1999","Aythya fuligula",28
"265","2000","Aythya fuligula",17
"266","2001","Aythya fuligula",27.5
"267","2002","Aythya fuligula",13.75
"268","2003","Aythya fuligula",8.25
"269","2004","Aythya fuligula",13.75
"270","2005","Aythya fuligula",10.5
"271","2006","Aythya fuligula",0.25
"272","2007","Aythya fuligula",0.5
"273","2008","Aythya fuligula",1
"274","2009","Aythya fuligula",0.5
"275","2010","Aythya fuligula",0
"276","2011","Aythya fuligula",3.5
"277","2012","Aythya fuligula",0.25
"278","2013","Aythya fuligula",2.75
"279","2014","Aythya fuligula",1
"280","2015","Aythya fuligula",0.75
"281","1981","Aythya marila",0.25
"282","1982","Aythya marila",0.5
"283","1983","Aythya marila",0.25
"284","1984","Aythya marila",0.25
"285","1985","Aythya marila",2.5
"286","1986","Aythya marila",0.5
"287","1987","Aythya marila",0
"288","1988","Aythya marila",1.25
"289","1989","Aythya marila",0
"290","1990","Aythya marila",0.25
"291","1991","Aythya marila",0
"292","1992","Aythya marila",0
"293","1993","Aythya marila",2
"294","1994","Aythya marila",0
"295","1995","Aythya marila",0
"296","1996","Aythya marila",0
"297","1997","Aythya marila",0
"298","1998","Aythya marila",0
"299","1999","Aythya marila",0
"300","2000","Aythya marila",0
"301","2001","Aythya marila",0
"302","2002","Aythya marila",0
"303","2003","Aythya marila",0
"304","2004","Aythya marila",0
"305","2005","Aythya marila",0
"306","2006","Aythya marila",0
"307","2007","Aythya marila",0.25
"308","2008","Aythya marila",0
"309","2009","Aythya marila",0
"310","2010","Aythya marila",0
"311","2011","Aythya marila",0
"312","2012","Aythya marila",0
"313","2013","Aythya marila",0
"314","2014","Aythya marila",0
"315","2015","Aythya marila",0
"316","1981","Tadorna tadorna",3
"317","1982","Tadorna tadorna",4.5
"318","1983","Tadorna tadorna",36.5
"319","1984","Tadorna tadorna",52.5
"320","1985","Tadorna tadorna",68.5
"321","1986","Tadorna tadorna",63.5
"322","1987","Tadorna tadorna",33.75
"323","1988","Tadorna tadorna",40
"324","1989","Tadorna tadorna",65.25
"325","1990","Tadorna tadorna",21.5
"326","1991","Tadorna tadorna",18.5
"327","1992","Tadorna tadorna",14.5
"328","1993","Tadorna tadorna",49
"329","1994","Tadorna tadorna",25
"330","1995","Tadorna tadorna",56.5
"331","1996","Tadorna tadorna",24.75
"332","1997","Tadorna tadorna",38.75
"333","1998","Tadorna tadorna",17.5
"334","1999","Tadorna tadorna",33
"335","2000","Tadorna tadorna",43
"336","2001","Tadorna tadorna",47
"337","2002","Tadorna tadorna",49.5
"338","2003","Tadorna tadorna",18.75
"339","2004","Tadorna tadorna",34.75
"340","2005","Tadorna tadorna",27.75
"341","2006","Tadorna tadorna",32.5
"342","2007","Tadorna tadorna",60.5
"343","2008","Tadorna tadorna",78.25
"344","2009","Tadorna tadorna",53.75
"345","2010","Tadorna tadorna",51.25
"346","2011","Tadorna tadorna",70
"347","2012","Tadorna tadorna",90
"348","2013","Tadorna tadorna",158
"349","2014","Tadorna tadorna",127.25
"350","2015","Tadorna tadorna",143.75
"351","1981","Anas querquedula",0
"352","1982","Anas querquedula",0.25
"353","1983","Anas querquedula",0.25
"354","1984","Anas querquedula",0
"355","1985","Anas querquedula",0
"356","1986","Anas querquedula",0
"357","1987","Anas querquedula",0
"358","1988","Anas querquedula",0
"359","1989","Anas querquedula",0
"360","1990","Anas querquedula",0
"361","1991","Anas querquedula",0
"362","1992","Anas querquedula",0
"363","1993","Anas querquedula",0
"364","1994","Anas querquedula",0
"365","1995","Anas querquedula",0
"366","1996","Anas querquedula",0
"367","1997","Anas querquedula",0
"368","1998","Anas querquedula",0
"369","1999","Anas querquedula",0
"370","2000","Anas querquedula",0
"371","2001","Anas querquedula",0
"372","2002","Anas querquedula",0
"373","2003","Anas querquedula",0
"374","2004","Anas querquedula",0
"375","2005","Anas querquedula",0
"376","2006","Anas querquedula",0
"377","2007","Anas querquedula",1.25
"378","2008","Anas querquedula",0
"379","2009","Anas querquedula",0
"380","2010","Anas querquedula",0
"381","2011","Anas querquedula",0
"382","2012","Anas querquedula",0
"383","2013","Anas querquedula",0
"384","2014","Anas querquedula",0
"385","2015","Anas querquedula",0
"386","1981","Cygnus olor",13.75
"387","1982","Cygnus olor",8
"388","1983","Cygnus olor",17.75
"389","1984","Cygnus olor",29.25
"390","1985","Cygnus olor",75.5
"391","1986","Cygnus olor",50.25
"392","1987","Cygnus olor",42.75
"393","1988","Cygnus olor",58
"394","1989","Cygnus olor",52.25
"395","1990","Cygnus olor",58.5
"396","1991","Cygnus olor",67.75
"397","1992","Cygnus olor",37
"398","1993","Cygnus olor",33
"399","1994","Cygnus olor",21.5
"400","1995","Cygnus olor",17.5
"401","1996","Cygnus olor",34
"402","1997","Cygnus olor",25.75
"403","1998","Cygnus olor",26.5
"404","1999","Cygnus olor",21
"405","2000","Cygnus olor",17.25
"406","2001","Cygnus olor",22.5
"407","2002","Cygnus olor",15.75
"408","2003","Cygnus olor",15.25
"409","2004","Cygnus olor",10
"410","2005","Cygnus olor",8.5
"411","2006","Cygnus olor",9
"412","2007","Cygnus olor",13
"413","2008","Cygnus olor",10.75
"414","2009","Cygnus olor",17
"415","2010","Cygnus olor",15
"416","2011","Cygnus olor",7.25
"417","2012","Cygnus olor",19
"418","2013","Cygnus olor",13.25
"419","2014","Cygnus olor",13.25
"420","2015","Cygnus olor",10.25
"421","1981","Anser anser",0
"422","1982","Anser anser",2.5
"423","1983","Anser anser",6.25
"424","1984","Anser anser",14.5
"425","1985","Anser anser",31.75
"426","1986","Anser anser",1.5
"427","1987","Anser anser",0.5
"428","1988","Anser anser",124.75
"429","1989","Anser anser",108
"430","1990","Anser anser",89.75
"431","1991","Anser anser",81
"432","1992","Anser anser",70.75
"433","1993","Anser anser",81.25
"434","1994","Anser anser",83.75
"435","1995","Anser anser",80.5
"436","1996","Anser anser",87.5
"437","1997","Anser anser",81
"438","1998","Anser anser",66.75
"439","1999","Anser anser",53.5
"440","2000","Anser anser",52.25
"441","2001","Anser anser",88.25
"442","2002","Anser anser",91.75
"443","2003","Anser anser",103.5
"444","2004","Anser anser",120.25
"445","2005","Anser anser",54.75
"446","2006","Anser anser",35.25
"447","2007","Anser anser",54
"448","2008","Anser anser",31.5
"449","2009","Anser anser",32
"450","2010","Anser anser",11.25
"451","2011","Anser anser",34.5
"452","2012","Anser anser",69
"453","2013","Anser anser",122.75
"454","2014","Anser anser",37.75
"455","2015","Anser anser",87.25
"456","1981","Netta rufina",1.5
"457","1982","Netta rufina",1.5
"458","1983","Netta rufina",2.5
"459","1984","Netta rufina",3.25
"460","1985","Netta rufina",2
"461","1986","Netta rufina",2.25
"462","1987","Netta rufina",2.25
"463","1988","Netta rufina",2.25
"464","1989","Netta rufina",0
"465","1990","Netta rufina",0.25
"466","1991","Netta rufina",0
"467","1992","Netta rufina",0.75
"468","1993","Netta rufina",2
"469","1994","Netta rufina",2
"470","1995","Netta rufina",0
"471","1996","Netta rufina",0
"472","1997","Netta rufina",0
"473","1998","Netta rufina",0
"474","1999","Netta rufina",0
"475","2000","Netta rufina",0
"476","2001","Netta rufina",0
"477","2002","Netta rufina",0
"478","2003","Netta rufina",0
"479","2004","Netta rufina",0
"480","2005","Netta rufina",0
"481","2006","Netta rufina",0
"482","2007","Netta rufina",0
"483","2008","Netta rufina",0
"484","2009","Netta rufina",0.5
"485","2010","Netta rufina",0
"486","2011","Netta rufina",0
"487","2012","Netta rufina",0
"488","2013","Netta rufina",0
"489","2014","Netta rufina",0
"490","2015","Netta rufina",0
"491","1981","Branta bernicla",0
"492","1982","Branta bernicla",0
"493","1983","Branta bernicla",0
"494","1984","Branta bernicla",0
"495","1985","Branta bernicla",0
"496","1986","Branta bernicla",0
"497","1987","Branta bernicla",0
"498","1988","Branta bernicla",0
"499","1989","Branta bernicla",0
"500","1990","Branta bernicla",0
"501","1991","Branta bernicla",0
"502","1992","Branta bernicla",0
"503","1993","Branta bernicla",0
"504","1994","Branta bernicla",0
"505","1995","Branta bernicla",0
"506","1996","Branta bernicla",0
"507","1997","Branta bernicla",0
"508","1998","Branta bernicla",0
"509","1999","Branta bernicla",0
"510","2000","Branta bernicla",0
"511","2001","Branta bernicla",0
"512","2002","Branta bernicla",0
"513","2003","Branta bernicla",0
"514","2004","Branta bernicla",0
"515","2005","Branta bernicla",0
"516","2006","Branta bernicla",0
"517","2007","Branta bernicla",0
"518","2008","Branta bernicla",0
"519","2009","Branta bernicla",0
"520","2010","Branta bernicla",0.25
"521","2011","Branta bernicla",0
"522","2012","Branta bernicla",1.75
"523","2013","Branta bernicla",0.25
"524","2014","Branta bernicla",0
"525","2015","Branta bernicla",0.5
"526","1981","Aythya nyroca",0
"527","1982","Aythya nyroca",0
"528","1983","Aythya nyroca",0
"529","1984","Aythya nyroca",0
"530","1985","Aythya nyroca",0.25
"531","1986","Aythya nyroca",0
"532","1987","Aythya nyroca",0
"533","1988","Aythya nyroca",0
"534","1989","Aythya nyroca",0
"535","1990","Aythya nyroca",0
"536","1991","Aythya nyroca",0
"537","1992","Aythya nyroca",0
"538","1993","Aythya nyroca",0
"539","1994","Aythya nyroca",0
"540","1995","Aythya nyroca",0
"541","1996","Aythya nyroca",0
"542","1997","Aythya nyroca",0
"543","1998","Aythya nyroca",0
"544","1999","Aythya nyroca",0
"545","2000","Aythya nyroca",0
"546","2001","Aythya nyroca",0
"547","2002","Aythya nyroca",0
"548","2003","Aythya nyroca",0
"549","2004","Aythya nyroca",0
"550","2005","Aythya nyroca",0
"551","2006","Aythya nyroca",0
"552","2007","Aythya nyroca",0
"553","2008","Aythya nyroca",0
"554","2009","Aythya nyroca",0
"555","2010","Aythya nyroca",0
"556","2011","Aythya nyroca",0
"557","2012","Aythya nyroca",0
"558","2013","Aythya nyroca",0
"559","2014","Aythya nyroca",0
"560","2015","Aythya nyroca",0
"561","1981","Bucephala clangula",0
"562","1982","Bucephala clangula",0
"563","1983","Bucephala clangula",0
"564","1984","Bucephala clangula",0
"565","1985","Bucephala clangula",0
"566","1986","Bucephala clangula",0
"567","1987","Bucephala clangula",0.25
"568","1988","Bucephala clangula",0
"569","1989","Bucephala clangula",0
"570","1990","Bucephala clangula",0
"571","1991","Bucephala clangula",0
"572","1992","Bucephala clangula",0.25
"573","1993","Bucephala clangula",0
"574","1994","Bucephala clangula",0
"575","1995","Bucephala clangula",1.25
"576","1996","Bucephala clangula",0
"577","1997","Bucephala clangula",0
"578","1998","Bucephala clangula",0
"579","1999","Bucephala clangula",0
"580","2000","Bucephala clangula",0
"581","2001","Bucephala clangula",0
"582","2002","Bucephala clangula",0
"583","2003","Bucephala clangula",0
"584","2004","Bucephala clangula",0
"585","2005","Bucephala clangula",0
"586","2006","Bucephala clangula",0
"587","2007","Bucephala clangula",0
"588","2008","Bucephala clangula",0
"589","2009","Bucephala clangula",0
"590","2010","Bucephala clangula",0
"591","2011","Bucephala clangula",0
"592","2012","Bucephala clangula",0
"593","2013","Bucephala clangula",0
"594","2014","Bucephala clangula",0
"595","2015","Bucephala clangula",0
"596","1981","Melanitta nigra",0
"597","1982","Melanitta nigra",0
"598","1983","Melanitta nigra",0
"599","1984","Melanitta nigra",0
"600","1985","Melanitta nigra",0
"601","1986","Melanitta nigra",0
"602","1987","Melanitta nigra",0.25
"603","1988","Melanitta nigra",0
"604","1989","Melanitta nigra",0
"605","1990","Melanitta nigra",0
"606","1991","Melanitta nigra",0
"607","1992","Melanitta nigra",0
"608","1993","Melanitta nigra",0
"609","1994","Melanitta nigra",0
"610","1995","Melanitta nigra",0
"611","1996","Melanitta nigra",0
"612","1997","Melanitta nigra",0
"613","1998","Melanitta nigra",0
"614","1999","Melanitta nigra",0
"615","2000","Melanitta nigra",0
"616","2001","Melanitta nigra",0
"617","2002","Melanitta nigra",0
"618","2003","Melanitta nigra",0
"619","2004","Melanitta nigra",0
"620","2005","Melanitta nigra",0
"621","2006","Melanitta nigra",0
"622","2007","Melanitta nigra",0
"623","2008","Melanitta nigra",0
"624","2009","Melanitta nigra",0
"625","2010","Melanitta nigra",0
"626","2011","Melanitta nigra",0
"627","2012","Melanitta nigra",0
"628","2013","Melanitta nigra",0
"629","2014","Melanitta nigra",0
"630","2015","Melanitta nigra",0
"631","1981","Mergus serrator",0
"632","1982","Mergus serrator",0
"633","1983","Mergus serrator",0
"634","1984","Mergus serrator",0
"635","1985","Mergus serrator",0
"636","1986","Mergus serrator",0
"637","1987","Mergus serrator",0.25
"638","1988","Mergus serrator",0
"639","1989","Mergus serrator",0
"640","1990","Mergus serrator",0
"641","1991","Mergus serrator",0
"642","1992","Mergus serrator",0
"643","1993","Mergus serrator",0
"644","1994","Mergus serrator",0
"645","1995","Mergus serrator",0
"646","1996","Mergus serrator",1.5
"647","1997","Mergus serrator",0
"648","1998","Mergus serrator",0
"649","1999","Mergus serrator",0
"650","2000","Mergus serrator",0
"651","2001","Mergus serrator",0
"652","2002","Mergus serrator",0
"653","2003","Mergus serrator",0
"654","2004","Mergus serrator",0
"655","2005","Mergus serrator",0
"656","2006","Mergus serrator",0
"657","2007","Mergus serrator",0
"658","2008","Mergus serrator",0
"659","2009","Mergus serrator",0
"660","2010","Mergus serrator",0
"661","2011","Mergus serrator",0
"662","2012","Mergus serrator",0
"663","2013","Mergus serrator",0.25
"664","2014","Mergus serrator",0
"665","2015","Mergus serrator",0.5
"666","1981","Clangula hyemalis",0
"667","1982","Clangula hyemalis",0
"668","1983","Clangula hyemalis",0
"669","1984","Clangula hyemalis",0
"670","1985","Clangula hyemalis",0
"671","1986","Clangula hyemalis",0
"672","1987","Clangula hyemalis",0
"673","1988","Clangula hyemalis",0
"674","1989","Clangula hyemalis",0
"675","1990","Clangula hyemalis",0
"676","1991","Clangula hyemalis",0
"677","1992","Clangula hyemalis",0
"678","1993","Clangula hyemalis",0
"679","1994","Clangula hyemalis",0
"680","1995","Clangula hyemalis",0
"681","1996","Clangula hyemalis",0
"682","1997","Clangula hyemalis",0
"683","1998","Clangula hyemalis",0
"684","1999","Clangula hyemalis",0
"685","2000","Clangula hyemalis",0
"686","2001","Clangula hyemalis",0
"687","2002","Clangula hyemalis",0
"688","2003","Clangula hyemalis",0
"689","2004","Clangula hyemalis",0
"690","2005","Clangula hyemalis",0
"691","2006","Clangula hyemalis",0
"692","2007","Clangula hyemalis",0
"693","2008","Clangula hyemalis",0
"694","2009","Clangula hyemalis",0
"695","2010","Clangula hyemalis",0
"696","2011","Clangula hyemalis",0
"697","2012","Clangula hyemalis",0
"698","2013","Clangula hyemalis",0
"699","2014","Clangula hyemalis",0
"700","2015","Clangula hyemalis",0
"701","1981","Anas discors",0
"702","1982","Anas discors",0
"703","1983","Anas discors",0
"704","1984","Anas discors",0
"705","1985","Anas discors",0
"706","1986","Anas discors",0
"707","1987","Anas discors",0
"708","1988","Anas discors",0
"709","1989","Anas discors",0
"710","1990","Anas discors",0
"711","1991","Anas discors",0
"712","1992","Anas discors",0
"713","1993","Anas discors",0
"714","1994","Anas discors",0
"715","1995","Anas discors",0
"716","1996","Anas discors",0
"717","1997","Anas discors",0
"718","1998","Anas discors",0
"719","1999","Anas discors",0
"720","2000","Anas discors",0
"721","2001","Anas discors",0
"722","2002","Anas discors",0
"723","2003","Anas discors",0
"724","2004","Anas discors",0
"725","2005","Anas discors",0
"726","2006","Anas discors",0
"727","2007","Anas discors",0
"728","2008","Anas discors",0
"729","2009","Anas discors",0
"730","2010","Anas discors",0
"731","2011","Anas discors",0
"732","2012","Anas discors",0
"733","2013","Anas discors",0
"734","2014","Anas discors",0
"735","2015","Anas discors",0
"736","1981","Alopochen aegyptiaca",0
"737","1982","Alopochen aegyptiaca",0
"738","1983","Alopochen aegyptiaca",0
"739","1984","Alopochen aegyptiaca",0
"740","1985","Alopochen aegyptiaca",0
"741","1986","Alopochen aegyptiaca",0
"742","1987","Alopochen aegyptiaca",0
"743","1988","Alopochen aegyptiaca",0
"744","1989","Alopochen aegyptiaca",0
"745","1990","Alopochen aegyptiaca",0
"746","1991","Alopochen aegyptiaca",0
"747","1992","Alopochen aegyptiaca",0
"748","1993","Alopochen aegyptiaca",0
"749","1994","Alopochen aegyptiaca",0
"750","1995","Alopochen aegyptiaca",0
"751","1996","Alopochen aegyptiaca",0
"752","1997","Alopochen aegyptiaca",0
"753","1998","Alopochen aegyptiaca",0
"754","1999","Alopochen aegyptiaca",0
"755","2000","Alopochen aegyptiaca",0
"756","2001","Alopochen aegyptiaca",0
"757","2002","Alopochen aegyptiaca",0
"758","2003","Alopochen aegyptiaca",0
"759","2004","Alopochen aegyptiaca",0
"760","2005","Alopochen aegyptiaca",0
"761","2006","Alopochen aegyptiaca",0.5
"762","2007","Alopochen aegyptiaca",0
"763","2008","Alopochen aegyptiaca",0
"764","2009","Alopochen aegyptiaca",0
"765","2010","Alopochen aegyptiaca",0
"766","2011","Alopochen aegyptiaca",0
"767","2012","Alopochen aegyptiaca",0
"768","2013","Alopochen aegyptiaca",0
"769","2014","Alopochen aegyptiaca",0
"770","2015","Alopochen aegyptiaca",0
"771","1981","Branta canadensis",0
"772","1982","Branta canadensis",0
"773","1983","Branta canadensis",0
"774","1984","Branta canadensis",0
"775","1985","Branta canadensis",0
"776","1986","Branta canadensis",0
"777","1987","Branta canadensis",0
"778","1988","Branta canadensis",0
"779","1989","Branta canadensis",0
"780","1990","Branta canadensis",0
"781","1991","Branta canadensis",0
"782","1992","Branta canadensis",0
"783","1993","Branta canadensis",0
"784","1994","Branta canadensis",0
"785","1995","Branta canadensis",0
"786","1996","Branta canadensis",0
"787","1997","Branta canadensis",0
"788","1998","Branta canadensis",0
"789","1999","Branta canadensis",0
"790","2000","Branta canadensis",0
"791","2001","Branta canadensis",0
"792","2002","Branta canadensis",0
"793","2003","Branta canadensis",0
"794","2004","Branta canadensis",0
"795","2005","Branta canadensis",0
"796","2006","Branta canadensis",0.5
"797","2007","Branta canadensis",2
"798","2008","Branta canadensis",0.25
"799","2009","Branta canadensis",0.75
"800","2010","Branta canadensis",0.5
"801","2011","Branta canadensis",1
"802","2012","Branta canadensis",0.25
"803","2013","Branta canadensis",0
"804","2014","Branta canadensis",0
"805","2015","Branta canadensis",0
"806","1981","Aix galericulata",0
"807","1982","Aix galericulata",0
"808","1983","Aix galericulata",0
"809","1984","Aix galericulata",0
"810","1985","Aix galericulata",0
"811","1986","Aix galericulata",0
"812","1987","Aix galericulata",0
"813","1988","Aix galericulata",0
"814","1989","Aix galericulata",0
"815","1990","Aix galericulata",0
"816","1991","Aix galericulata",0
"817","1992","Aix galericulata",0
"818","1993","Aix galericulata",0
"819","1994","Aix galericulata",0
"820","1995","Aix galericulata",0
"821","1996","Aix galericulata",0
